"Url Tested","Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI","Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI","Date & Time"
https://carnahanlandscaping.com/building-a-covered-patio-in-houston-consider-this/,95,100,100,97,0.8 s,2.6 s,0.052,140 ms,1.9 s,1.5 s,93,100,100,100,0.4 s,1.0 s,0.008,140 ms,1.9 s,1.5 s,11/14/2023
https://carnahanlandscaping.com/the-3-most-popular-uses-for-pergolas/,99,100,100,97,0.4 s,2.0 s,0,0 ms,0.4 s,0.6 s,100,100,100,100,0.3 s,0.8 s,0.008,0 ms,0.4 s,0.6 s,11/14/2023
https://carnahanlandscaping.com/why-you-should-consider-building-a-pergola-in-houston/,98,100,100,97,0.8 s,2.3 s,0,10 ms,1.7 s,1.2 s,99,100,100,100,0.4 s,0.9 s,0.008,10 ms,1.7 s,1.2 s,11/14/2023
https://carnahanlandscaping.com/ask-your-pool-builder-in-houston-these-questions-before-you-start/,99,100,100,97,0.4 s,2.1 s,0,0 ms,0.5 s,0.6 s,100,100,100,100,0.3 s,0.8 s,0.008,0 ms,0.5 s,0.6 s,11/14/2023
https://carnahanlandscaping.com/blog/5-ideas-for-your-outdoor-kitchen-in-houston/,98,100,100,97,0.6 s,2.1 s,0,100 ms,1.1 s,0.9 s,100,100,100,100,0.3 s,0.8 s,0.008,100 ms,1.1 s,0.9 s,11/14/2023
https://carnahanlandscaping.com/the-best-styles-for-outdoor-kitchens/,99,100,100,97,0.4 s,2.0 s,0,0 ms,0.4 s,0.5 s,99,100,100,100,0.4 s,0.9 s,0.008,0 ms,0.4 s,0.5 s,11/14/2023
https://carnahanlandscaping.com/why-you-should-have-an-outdoor-fireplace-installed/,99,100,100,97,0.5 s,2.0 s,0,40 ms,0.8 s,0.7 s,99,100,100,100,0.5 s,0.8 s,0.008,40 ms,0.8 s,0.7 s,11/14/2023
https://carnahanlandscaping.com/blog/drought-tolerant-landscaping-10-key-tips/,99,100,100,97,0.4 s,2.1 s,0,0 ms,0.5 s,0.5 s,100,100,100,100,0.3 s,0.8 s,0.008,0 ms,0.5 s,0.5 s,11/14/2023
https://carnahanlandscaping.com/4-cost-effective-pool-building-tips/,99,100,100,97,0.4 s,2.0 s,0,0 ms,0.4 s,0.5 s,99,100,100,100,0.3 s,0.8 s,0.008,0 ms,0.4 s,0.5 s,11/14/2023
https://carnahanlandscaping.com/,100,100,100,100,0.5 s,0.7 s,0,0 ms,0.5 s,0.5 s,100,100,100,100,0.3 s,0.4 s,0.008,0 ms,0.5 s,0.5 s,11/14/2023
