"Url Tested","Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI",MDOM_Size,"Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI",DDOM_Size,"Date & Time"
https://www.theplantconcierge.com/blog/,100,100,100,100,0.6 s,0.7 s,0,50 ms,0.7 s,0.7 s,671,100,100,100,100,0.4 s,0.4 s,0,50 ms,0.7 s,0.7 s,671,02/26/2024
https://www.theplantconcierge.com/artificial-turf/benefits-of-artificial-turf/,100,100,100,100,0.5 s,0.7 s,0,20 ms,0.5 s,0.6 s,537,100,100,100,100,0.3 s,0.3 s,0,20 ms,0.5 s,0.6 s,537,02/26/2024
https://www.theplantconcierge.com/artificial-turf/artificial-turf-installers/,100,100,100,100,0.6 s,0.7 s,0,0 ms,0.7 s,0.8 s,534,100,100,100,100,0.3 s,0.4 s,0,0 ms,0.7 s,0.8 s,534,02/26/2024
https://www.theplantconcierge.com/landscaping/landscaping-dallas/,100,100,100,100,0.5 s,0.6 s,0,10 ms,0.5 s,0.5 s,543,100,100,100,100,0.3 s,0.4 s,0,10 ms,0.5 s,0.5 s,543,02/26/2024
https://www.theplantconcierge.com/landscaping/professional-landscaping-service/,100,100,100,100,0.5 s,0.7 s,0,30 ms,0.6 s,0.6 s,516,100,100,100,100,0.3 s,0.3 s,0,30 ms,0.6 s,0.6 s,516,02/26/2024
https://www.theplantconcierge.com/landscaping/landscape-styles-and-themes/,100,100,100,100,0.4 s,0.6 s,0,40 ms,0.5 s,0.6 s,544,100,100,100,100,0.3 s,0.4 s,0,40 ms,0.5 s,0.6 s,544,02/26/2024
https://www.theplantconcierge.com/landscaping/landscaping-in-winter/,100,100,100,100,0.5 s,0.6 s,0,20 ms,0.5 s,0.6 s,518,100,100,100,100,0.3 s,0.3 s,0,20 ms,0.5 s,0.6 s,518,02/26/2024
https://www.theplantconcierge.com/landscape-miantenance/low-maintenance-landscaping/,100,100,100,100,0.5 s,0.8 s,0,10 ms,0.6 s,0.7 s,595,100,100,100,100,0.3 s,0.3 s,0,10 ms,0.6 s,0.7 s,595,02/26/2024
https://www.theplantconcierge.com/landscaping/landscaping-companies/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.5 s,539,100,100,100,100,0.3 s,0.4 s,0,0 ms,0.5 s,0.5 s,539,02/26/2024
https://www.theplantconcierge.com/landscaping/backyard-pool-designs/,100,100,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.6 s,548,100,100,100,100,0.1 s,0.3 s,0,40 ms,0.6 s,0.6 s,548,02/26/2024
https://www.theplantconcierge.com/landscaping/landscaping-trends/,100,100,100,100,0.5 s,0.7 s,0,0 ms,0.5 s,0.5 s,572,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.5 s,572,02/26/2024
https://www.theplantconcierge.com/dallas-irrigation-service/irrigation-system-maintenance/,100,100,100,100,0.5 s,0.7 s,0,0 ms,0.5 s,0.5 s,577,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.5 s,577,02/26/2024
https://www.theplantconcierge.com/landscaping/lakewood-landscape/,100,100,100,100,0.5 s,0.6 s,0.021,50 ms,0.6 s,0.8 s,521,100,100,100,100,0.4 s,0.4 s,0,50 ms,0.6 s,0.8 s,521,02/26/2024
https://www.theplantconcierge.com/landscaping/vision-landscape-design/,100,100,100,100,0.5 s,0.6 s,0,30 ms,0.5 s,0.5 s,518,100,100,100,100,0.3 s,0.4 s,0,30 ms,0.5 s,0.5 s,518,02/26/2024
https://www.theplantconcierge.com/landscape-miantenance/lawn-maintenance-dallas/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.5 s,540,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.5 s,540,02/26/2024
https://www.theplantconcierge.com/landscape-lighting/tips-for-landscape-lighting/,100,100,100,100,0.3 s,0.6 s,0,40 ms,0.5 s,0.6 s,514,100,100,100,100,0.3 s,0.3 s,0,40 ms,0.5 s,0.6 s,514,02/26/2024
https://www.theplantconcierge.com/outdoor-kitchen/outdoor-kitchen-designs/,100,100,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.6 s,569,100,100,100,100,0.3 s,0.3 s,0,40 ms,0.6 s,0.6 s,569,02/26/2024
https://www.theplantconcierge.com/landscape-lighting/landscape-lighting-ideas/,100,100,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.5 s,517,100,100,100,100,0.4 s,0.4 s,0,40 ms,0.6 s,0.5 s,517,02/26/2024
https://www.theplantconcierge.com/organic-landscape/organic-landscape-solutions/,100,100,100,100,0.4 s,0.7 s,0,20 ms,0.5 s,0.6 s,515,100,100,100,100,0.3 s,0.3 s,0,20 ms,0.5 s,0.6 s,515,02/26/2024
https://www.theplantconcierge.com/landscaping/plant-walls/,100,100,100,100,0.4 s,0.6 s,0,40 ms,0.5 s,0.6 s,533,100,100,100,100,0.3 s,0.3 s,0,40 ms,0.5 s,0.6 s,533,02/26/2024
https://www.theplantconcierge.com/organic-landscape/organic-landscaping/,100,100,100,100,0.5 s,0.6 s,0,30 ms,0.6 s,0.6 s,533,100,100,100,100,0.3 s,0.3 s,0,30 ms,0.6 s,0.6 s,533,02/26/2024
https://www.theplantconcierge.com/pergolas-and-arbors/pergola-uses/,100,100,100,100,0.4 s,0.6 s,0,20 ms,0.5 s,0.5 s,517,100,100,100,100,0.3 s,0.3 s,0,20 ms,0.5 s,0.5 s,517,02/26/2024
https://www.theplantconcierge.com/outdoor-kitchen/benefits-of-an-outdoor-kitchen/,100,100,100,100,0.5 s,0.6 s,0,20 ms,0.5 s,0.5 s,541,100,100,100,100,0.3 s,0.3 s,0,20 ms,0.5 s,0.5 s,541,02/26/2024
https://www.theplantconcierge.com/landscaping/flower-mound-landscaping/,100,100,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.5 s,530,100,100,100,100,0.3 s,0.3 s,0,40 ms,0.6 s,0.5 s,530,02/26/2024
https://www.theplantconcierge.com/landscaping/landscaping-highland-park/,100,100,100,100,0.5 s,0.6 s,0,30 ms,0.5 s,0.6 s,540,100,100,100,100,0.3 s,0.4 s,0,30 ms,0.5 s,0.6 s,540,02/26/2024
https://www.theplantconcierge.com/dallas-lawn-care/professional-tree-service/,100,100,100,100,0.5 s,0.6 s,0,50 ms,0.6 s,0.7 s,558,100,100,100,100,0.3 s,0.4 s,0,50 ms,0.6 s,0.7 s,558,02/26/2024
https://www.theplantconcierge.com/dallas-lawn-care/common-lawn-weeds/,100,100,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.6 s,527,100,100,100,100,0.3 s,0.3 s,0,40 ms,0.6 s,0.6 s,527,02/26/2024
https://www.theplantconcierge.com/landscaping/landscaping-company-dallas/,100,100,100,100,0.5 s,0.6 s,0,30 ms,0.6 s,0.5 s,552,100,100,100,100,0.3 s,0.4 s,0,30 ms,0.6 s,0.5 s,552,02/26/2024
https://www.theplantconcierge.com/outdoor-kitchen/outdoor-kitchen-ideas/,100,100,100,100,0.5 s,0.7 s,0,0 ms,0.5 s,0.6 s,523,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.6 s,523,02/26/2024
https://www.theplantconcierge.com/landscaping/landscaping-flower-mound/,100,100,100,100,0.5 s,0.6 s,0,10 ms,0.5 s,0.6 s,559,100,100,100,100,0.3 s,0.3 s,0,10 ms,0.5 s,0.6 s,559,02/26/2024
https://www.theplantconcierge.com/landscaping/best-landscaping-company/,100,100,100,100,0.5 s,0.7 s,0,30 ms,0.5 s,0.6 s,523,100,100,100,100,0.3 s,0.4 s,0,30 ms,0.5 s,0.6 s,523,02/26/2024
https://www.theplantconcierge.com/dallas-lawn-care/residential-lawn-maintenance/,100,100,100,100,0.5 s,0.6 s,0,30 ms,0.6 s,0.6 s,537,100,100,100,100,0.3 s,0.3 s,0,30 ms,0.6 s,0.6 s,537,02/26/2024
https://www.theplantconcierge.com/landscaping/backyard-landscape-ideas/,100,100,100,100,0.5 s,0.6 s,0,20 ms,0.5 s,0.5 s,615,100,100,100,100,0.3 s,0.3 s,0,20 ms,0.5 s,0.5 s,615,02/26/2024
https://www.theplantconcierge.com/landscaping/winter-landscape-ideas/,100,100,100,100,0.5 s,0.7 s,0,0 ms,0.6 s,0.6 s,525,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.6 s,0.6 s,525,02/26/2024
https://www.theplantconcierge.com/landscape-miantenance/dallas-landscape-maintenance/,100,100,100,100,0.5 s,0.7 s,0,0 ms,0.5 s,0.6 s,571,100,100,100,100,0.3 s,0.4 s,0,0 ms,0.5 s,0.6 s,571,02/26/2024
https://www.theplantconcierge.com/dallas-lawn-care/dallas-landscaping/,100,100,100,100,0.5 s,0.7 s,0,40 ms,0.6 s,0.6 s,572,100,100,100,100,0.4 s,0.4 s,0,40 ms,0.6 s,0.6 s,572,02/26/2024
https://www.theplantconcierge.com/dallas-drainage/lawn-drainage-system-dallas/,100,100,100,100,0.5 s,0.7 s,0,0 ms,0.5 s,0.5 s,558,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.5 s,558,02/26/2024
https://www.theplantconcierge.com/landscaping/landscape-design/,100,100,100,100,0.5 s,0.7 s,0,0 ms,0.5 s,0.6 s,533,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.6 s,533,02/26/2024
https://www.theplantconcierge.com/,99,100,100,100,0.6 s,0.7 s,0,150 ms,0.9 s,0.9 s,853,100,100,100,100,0.4 s,0.5 s,0,150 ms,0.9 s,0.9 s,853,02/26/2024
https://www.theplantconcierge.com/our-work/north-dallas-landscaping-service/,100,100,100,100,0.5 s,0.6 s,0,20 ms,0.6 s,0.8 s,594,100,100,100,100,0.3 s,0.3 s,0,20 ms,0.6 s,0.8 s,594,02/26/2024
https://www.theplantconcierge.com/our-work/landscaping-services-in-highland-park-tx/,100,100,100,100,0.5 s,0.6 s,0,50 ms,0.6 s,0.6 s,623,100,100,100,100,0.3 s,0.4 s,0,50 ms,0.6 s,0.6 s,623,02/26/2024
https://www.theplantconcierge.com/our-work/,100,100,100,99,0.5 s,0.7 s,0,40 ms,0.6 s,0.6 s,621,100,100,100,100,0.4 s,0.5 s,0,40 ms,0.6 s,0.6 s,621,02/26/2024
https://www.theplantconcierge.com/request-a-free-quote/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.5 s,642,100,100,100,100,0.3 s,0.4 s,0,0 ms,0.5 s,0.5 s,642,02/26/2024
https://www.theplantconcierge.com/faqs/outdoor-kitchens-dallas-faq/,100,100,100,100,0.5 s,0.6 s,0,30 ms,0.5 s,0.5 s,490,100,100,100,100,0.3 s,0.3 s,0,30 ms,0.5 s,0.5 s,490,02/26/2024
https://www.theplantconcierge.com/services/,100,100,100,100,0.5 s,0.7 s,0,60 ms,0.6 s,0.7 s,868,100,100,100,100,0.4 s,0.5 s,0,60 ms,0.6 s,0.7 s,868,02/26/2024
https://www.theplantconcierge.com/services/tree-service-dallas/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.6 s,614,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.6 s,614,02/26/2024
https://www.theplantconcierge.com/services/stand-alone-organic-programs/,100,100,100,100,0.5 s,0.6 s,0,20 ms,0.6 s,0.6 s,605,100,100,100,100,0.4 s,0.4 s,0,20 ms,0.6 s,0.6 s,605,02/26/2024
https://www.theplantconcierge.com/services/dallas-landscape-lighting/,100,100,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.6 s,614,100,100,100,100,0.3 s,0.3 s,0,40 ms,0.6 s,0.6 s,614,02/26/2024
https://www.theplantconcierge.com/services/sprinkler-repair-dallas/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.6 s,577,100,100,100,100,0.3 s,0.4 s,0.001,0 ms,0.5 s,0.6 s,577,02/26/2024
https://www.theplantconcierge.com/services/landscape-maintenance-dallas/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.5 s,623,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.5 s,623,02/26/2024
https://www.theplantconcierge.com/our-mission/one-contractors-journey-toward-a-stronger-team/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.6 s,537,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.6 s,537,02/26/2024
https://www.theplantconcierge.com/colorful-impressions/,100,100,100,100,0.6 s,0.7 s,0,0 ms,0.7 s,0.8 s,776,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.7 s,0.8 s,776,02/26/2024
https://www.theplantconcierge.com/faqs/dallas-lawn-care-faq/,100,100,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.6 s,490,100,100,100,100,0.3 s,0.3 s,0,40 ms,0.6 s,0.6 s,490,02/26/2024
https://www.theplantconcierge.com/faqs/tree-service-dallas-faq/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.5 s,490,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.5 s,490,02/26/2024
https://www.theplantconcierge.com/faqs/dallas-landscape-lighting-faq/,100,100,100,100,0.4 s,0.6 s,0,20 ms,0.5 s,0.5 s,490,100,100,100,100,0.3 s,0.3 s,0,20 ms,0.5 s,0.5 s,490,02/26/2024
https://www.theplantconcierge.com/faqs/landscape-maintenance-dallas-faq/,100,100,100,100,0.4 s,0.7 s,0,20 ms,0.5 s,0.6 s,490,100,100,100,100,0.3 s,0.4 s,0,20 ms,0.5 s,0.6 s,490,02/26/2024
https://www.theplantconcierge.com/faqs/sprinkler-repair-dallas-faq/,100,100,100,100,0.4 s,0.6 s,0,30 ms,0.5 s,0.5 s,490,100,100,100,100,0.3 s,0.3 s,0,30 ms,0.5 s,0.5 s,490,02/26/2024
https://www.theplantconcierge.com/faqs/landscape-design-dallas-faq/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.5 s,490,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.5 s,490,02/26/2024
https://www.theplantconcierge.com/faqs/dallas-drainage-faq/,100,100,100,100,0.4 s,0.6 s,0,20 ms,0.5 s,0.5 s,490,100,100,100,100,0.3 s,0.3 s,0,20 ms,0.5 s,0.5 s,490,02/26/2024
https://www.theplantconcierge.com/faqs/artificial-turf-dallas-faq/,100,100,100,100,0.5 s,0.6 s,0,30 ms,0.5 s,0.5 s,490,100,100,100,100,0.3 s,0.3 s,0,30 ms,0.5 s,0.5 s,490,02/26/2024
